FWHM_l (meV),FWHM_g (meV),RP,3P1V Ratio
115.0,13.0,30827,0.6451648274646817
115.0,14.0,28625,0.6463212272466643
115.0,15.0,26717,0.6475598690742302
115.0,16.0,25047,0.6488801246398548
115.0,17.0,23574,0.6502813531132848
115.0,18.0,22264,0.6517629053452173
115.0,19.0,21092,0.6533241278923653
115.0,20.0,20038,0.6549643668350176
115.0,21.0,19083,0.6566829713642955
115.0,22.0,18216,0.6584792971219618
115.0,23.0,17424,0.6603527092806807
115.0,24.0,16698,0.6623025853570524
115.0,25.0,16030,0.6643283177535502
115.0,26.0,15413,0.6664293160286083
115.0,27.0,14842,0.6686050088967027
115.0,28.0,14312,0.6708548459622187
115.0,29.0,13819,0.6731782991924046
115.0,30.0,13358,0.6755748641357283
115.0,31.0,12927,0.6780440608926069
115.0,32.0,12523,0.6805854348457858
115.0,33.0,12144,0.6831985571576786
115.0,34.0,11787,0.6858830250418555
115.0,35.0,11450,0.6886384618155228
115.0,36.0,11132,0.6914645167394273
115.0,37.0,10831,0.6943608646511803
115.0,38.0,10546,0.697327205397571
115.0,39.0,10275,0.7003632630709096
115.0,40.0,10019,0.7034687850542789
115.0,41.0,9774,0.7066435408802014
115.0,42.0,9541,0.7098873209072424
115.0,43.0,9320,0.713199934819115
115.0,44.0,9108,0.7165812099511597
115.0,45.0,8905,0.7200309894494777
115.0,46.0,8712,0.7235491302686592
115.0,47.0,8526,0.7271355010148999
115.0,48.0,8349,0.7307899796422311
115.0,49.0,8178,0.7345124510107417
115.0,50.0,8015,0.7383028043169442
115.0,51.0,7858,0.7421609304076889
115.0,52.0,7706,0.7460867189904413
115.0,53.0,7561,0.7500800557540894
115.0,54.0,7421,0.7541408194157249
115.0,55.0,7286,0.7582688787100906
115.0,56.0,7156,0.762464089339461
115.0,57.0,7030,0.7667262909026819
115.0,58.0,6909,0.7710553038227559
115.0,59.0,6792,0.7754509262929108
115.0,60.0,6679,0.7799129312613683
115.0,61.0,6569,0.7844410634749155
115.0,62.0,6463,0.7890350366012934
115.0,63.0,6361,0.7936945304497157
115.0,64.0,6261,0.7984191883082291
115.0,65.0,6165,0.8032086144154671
115.0,66.0,6072,0.8080623715832634
115.0,67.0,5981,0.8129799789851028
115.0,68.0,5893,0.8179609101238406
115.0,69.0,5808,0.8230045909904369
115.0,70.0,5725,0.8281103984236224
115.0,71.0,5644,0.833277658678605
115.0,72.0,5566,0.8385056462109542
115.0,73.0,5489,0.8437935826799645
115.0,74.0,5415,0.8491406361738819
115.0,75.0,5343,0.8545459206575844
115.0,76.0,5273,0.8600084956415098
115.0,77.0,5204,0.8655273660690276
115.0,78.0,5137,0.8711014824178543
115.0,79.0,5072,0.8767297410097438
115.0,80.0,5009,0.8824109845213507
115.0,81.0,4947,0.8881440026880822
115.0,82.0,4887,0.8939275331917298
115.0,83.0,4828,0.8997602627218452
115.0,84.0,4770,0.9056408282001513
115.0,85.0,4714,0.9115678181567128
115.0,86.0,4660,0.9175397742462221
115.0,87.0,4606,0.923555192892448
115.0,88.0,4554,0.9296125270488375
115.0,89.0,4502,0.9357101880631172
115.0,90.0,4452,0.9418465476339755
115.0,91.0,4403,0.9480199398479592
115.0,92.0,4356,0.9542286632851055
115.0,93.0,4309,0.9604709831820816
115.0,94.0,4263,0.9667451336420914
115.0,95.0,4218,0.973049319881256
115.0,96.0,4174,0.9793817205016654
115.0,97.0,4131,0.9857404897818854
115.0,98.0,4089,0.9921237599762585
115.0,99.0,4048,0.9985296436149464
115.0,100.0,4007,1.004956235797228
115.0,101.0,3967,1.0114016164712232
115.0,102.0,3929,1.0178638526937602
115.0,103.0,3890,1.0243410008647569
115.0,104.0,3853,1.0308311089309745
115.0,105.0,3816,1.0373322185546519
115.0,106.0,3780,1.043842367242998
115.0,107.0,3745,1.050359590435034
115.0,108.0,3710,1.056881923542808
115.0,109.0,3676,1.0634074039443642
115.0,110.0,3643,1.0699340729263505
115.0,111.0,3610,1.0764599775744992
115.0,112.0,3578,1.0829831726105401
115.0,113.0,3546,1.0895017221745023
115.0,114.0,3515,1.0960137015515736
115.0,115.0,3484,1.1025171988429827
115.0,116.0,3454,1.1090103165806247
115.0,117.0,3425,1.115491173285297
115.0,118.0,3396,1.1219579049686133
115.0,119.0,3367,1.1284086665788537
115.0,120.0,3339,1.1348416333910527
115.0,121.0,3312,1.1412550023418186
115.0,122.0,3284,1.1476469933093822
115.0,123.0,3258,1.1540158503395308
115.0,124.0,3231,1.1603598428180284
115.0,125.0,3206,1.1666772665902627
115.0,126.0,3180,1.172966445028814
115.0,127.0,3155,1.179225730049685
115.0,128.0,3130,1.1854535030779239
115.0,129.0,3106,1.1916481759633764
115.0,130.0,3082,1.1978081918472985
115.0,131.0,3059,1.2039320259805237
115.0,132.0,3036,1.2100181864938961
115.0,133.0,3013,1.216065215121626
115.0,134.0,2990,1.2220716878782276
115.0,135.0,2968,1.2280362156896707
115.0,136.0,2946,1.2339574449793433
115.0,137.0,2925,1.2398340582094243
115.0,138.0,2904,1.245664774378227
115.0,139.0,2883,1.2514483494740731
115.0,140.0,2862,1.2571835768862256
115.0,141.0,2842,1.2628692877734204
115.0,142.0,2822,1.2685043513905028
115.0,143.0,2802,1.2740876753737005
115.0,144.0,2783,1.2796182059850187
115.0,145.0,2763,1.2850949283163235
115.0,146.0,2744,1.2905168664535671
115.0,147.0,2726,1.295883083601753
115.0,148.0,2707,1.301192682171141
115.0,149.0,2689,1.3064448038252636
116.0,10.0,40076,0.6496623807430429
116.0,11.0,36432,0.6505644031096832
116.0,12.0,33396,0.6515501002963614
116.0,13.0,30827,0.6526189206024017
116.0,14.0,28625,0.6537702867231142
116.0,15.0,26717,0.6550036000954185
116.0,16.0,25047,0.6563182451976746
116.0,17.0,23574,0.657713593756632
116.0,18.0,22264,0.6591890088206277
116.0,19.0,21092,0.660743848664453
116.0,20.0,20038,0.6623774704974403
116.0,21.0,19083,0.6640892339521567
116.0,22.0,18216,0.6658785043364379
116.0,23.0,17424,0.6677446556363789
116.0,24.0,16698,0.6696870732621288
116.0,25.0,16030,0.6717051565320313
116.0,26.0,15413,0.6737983208937178
116.0,27.0,14842,0.6759659998832626
116.0,28.0,14312,0.6782076468254921
116.0,29.0,13819,0.6805227362800347
116.0,30.0,13358,0.6829107652387431
116.0,31.0,12927,0.6853712540808378
116.0,32.0,12523,0.687903747292461
116.0,33.0,12144,0.6905078139574713
116.0,34.0,11787,0.6931830480262166
116.0,35.0,11450,0.695929068368798
116.0,36.0,11132,0.6987455186189805
116.0,37.0,10831,0.7016320668145617
116.0,38.0,10546,0.7045884048396603
116.0,39.0,10275,0.7076142476739299
116.0,40.0,10019,0.7107093324535968
116.0,41.0,9774,0.7138734173489426
116.0,42.0,9541,0.7171062802628735
116.0,43.0,9320,0.7204077173553362
116.0,44.0,9108,0.7237775413986628
116.0,45.0,8905,0.7272155799693624
116.0,46.0,8712,0.7307216734825138
116.0,47.0,8526,0.7342956730758016
116.0,48.0,8349,0.7379374383511085
116.0,49.0,8178,0.7416468349827098
116.0,50.0,8015,0.745423732202343
116.0,51.0,7858,0.7492680001726354
116.0,52.0,7706,0.7531795072616724
116.0,53.0,7561,0.7571581172328216
116.0,54.0,7421,0.7612036863651008
116.0,55.0,7286,0.7653160605205441
116.0,56.0,7156,0.7694950721760223
116.0,57.0,7030,0.7737405374378719
116.0,58.0,6909,0.7780522530582454
116.0,59.0,6792,0.7824299934726022
116.0,60.0,6679,0.7868735078779885
116.0,61.0,6569,0.7913825173715763
116.0,62.0,6463,0.7959567121688201
116.0,63.0,6361,0.8005957489198641
116.0,64.0,6261,0.8052992481422195
116.0,65.0,6165,0.8100667917865705
116.0,66.0,6072,0.8148979209514988
116.0,67.0,5981,0.8197921337614501
116.0,68.0,5893,0.8247488834207432
116.0,69.0,5808,0.8297675764547996
116.0,70.0,5725,0.8348475711479707
116.0,71.0,5644,0.8399881761855984
116.0,72.0,5566,0.8451886495060322
116.0,73.0,5489,0.8504481973665499
116.0,74.0,5415,0.8557659736252877
116.0,75.0,5343,0.8611410792395372
116.0,76.0,5273,0.8665725619790599
116.0,77.0,5204,0.8720594163515301
116.0,78.0,5137,0.8776005837356617
116.0,79.0,5072,0.8831949527162943
116.0,80.0,5009,0.8888413596144237
116.0,81.0,4947,0.8945385892041108
116.0,82.0,4887,0.9002853756072641
116.0,83.0,4828,0.9060804033564595
116.0,84.0,4770,0.9119223086153494
116.0,85.0,4714,0.9178096805456788
116.0,86.0,4660,0.9237410628095568
116.0,87.0,4606,0.9297149551953667
116.0,88.0,4554,0.9357298153556373
116.0,89.0,4502,0.9417840606450931
116.0,90.0,4452,0.9478760700472798
116.0,91.0,4403,0.954004186178287
116.0,92.0,4356,0.9601667173564354
116.0,93.0,4309,0.9663619397270277
116.0,94.0,4263,0.9725880994317823
116.0,95.0,4218,0.9788434148129682
116.0,96.0,4174,0.9851260786427454
116.0,97.0,4131,0.9914342603688145
116.0,98.0,4089,0.9977661083679608
116.0,99.0,4048,1.0041197521997214
116.0,100.0,4007,1.0104933048529308
116.0,101.0,3967,1.0168848649785318
116.0,102.0,3929,1.0232925191025728
116.0,103.0,3890,1.029714343813954
116.0,104.0,3853,1.0361484079219359
116.0,105.0,3816,1.0425927745790702
116.0,106.0,3780,1.0490455033656636
116.0,107.0,3745,1.0555046523323628
116.0,108.0,3710,1.061968279997991
116.0,109.0,3676,1.0684344473000937
116.0,110.0,3643,1.0749012194961372
116.0,111.0,3610,1.0813666680136456
116.0,112.0,3578,1.0878288722478873
116.0,113.0,3546,1.0942859213060596
116.0,114.0,3515,1.1007359156972074
116.0,115.0,3484,1.1071769689673006
116.0,116.0,3454,1.1136072092792164
116.0,117.0,3425,1.120024780937472
116.0,118.0,3396,1.1264278458577934
116.0,119.0,3367,1.1328145849816902
116.0,120.0,3339,1.1391831996364028
116.0,121.0,3312,1.1455319128406085
116.0,122.0,3284,1.1518589705564246
116.0,123.0,3258,1.1581626428882608
116.0,124.0,3231,1.1644412252291714
116.0,125.0,3206,1.170693039355336
116.0,126.0,3180,1.1769164344693883
116.0,127.0,3155,1.1831097881932637
116.0,128.0,3130,1.1892715075112947
116.0,129.0,3106,1.1954000296642335
116.0,130.0,3082,1.2014938229949237
116.0,131.0,3059,1.2075513877462731
116.0,132.0,3036,1.2135712568122223
116.0,133.0,3013,1.219551996442348
116.0,134.0,2990,1.2254922069007197
116.0,135.0,2968,1.2313905230796354
116.0,136.0,2946,1.2372456150688251
116.0,137.0,2925,1.243056188680685
116.0,138.0,2904,1.2488209859321069
116.0,139.0,2883,1.2545387854834433
116.0,140.0,2862,1.2602084030351388
116.0,141.0,2842,1.2658286916825345
116.0,142.0,2822,1.2713985422293903
116.0,143.0,2802,1.2769168834605982
116.0,144.0,2783,1.2823826823746338
116.0,145.0,2763,1.287794944376237
116.0,146.0,2744,1.2931527134298482
116.0,147.0,2726,1.2984550721743426
116.0,148.0,2707,1.3037011419996025
116.0,149.0,2689,1.30889008308547
117.0,10.0,40076,0.6571025691737229
117.0,11.0,36432,0.6580004566104699
117.0,12.0,33396,0.6589816779950993
117.0,13.0,30827,0.6600456938267177
117.0,14.0,28625,0.6611919392147622
117.0,15.0,26717,0.6624198280749671
117.0,16.0,25047,0.663728757285668
117.0,17.0,23574,0.6651181107589296
117.0,18.0,22264,0.6665872633867965
117.0,19.0,21092,0.6681355848289154
117.0,20.0,20038,0.6697624431135571
117.0,21.0,19083,0.6714672080296162
117.0,22.0,18216,0.6732492542922931
117.0,23.0,17424,0.6751079644697905
117.0,24.0,16698,0.6770427316625014
117.0,25.0,16030,0.679052961929671
117.0,26.0,15413,0.6811380764615587
117.0,27.0,14842,0.6832975134975402
117.0,28.0,14312,0.6855307299925927
117.0,29.0,13819,0.6878372030360679
117.0,30.0,13358,0.69021643102776
117.0,31.0,12927,0.692667934617015
117.0,32.0,12523,0.6951912574110412
117.0,33.0,12144,0.6977859664587596
117.0,34.0,11787,0.7004516525165421
117.0,35.0,11450,0.7031879301020038
117.0,36.0,11132,0.7059944373417578
117.0,37.0,10831,0.7088708356187605
117.0,38.0,10546,0.7118168090246042
117.0,39.0,10275,0.7148320636217086
117.0,40.0,10019,0.7179163265203655
117.0,41.0,9774,0.7210693447752984
117.0,42.0,9541,0.7242908841065433
117.0,43.0,9320,0.7275807274495526
117.0,44.0,9108,0.7309386733398099
117.0,45.0,8905,0.7343645341376676
117.0,46.0,8712,0.7378581340997914
117.0,47.0,8526,0.741419307304426
117.0,48.0,8349,0.7450478954385982
117.0,49.0,8178,0.7487437454564273
117.0,50.0,8015,0.7525067071189186
117.0,51.0,7858,0.7563366304267615
117.0,52.0,7706,0.7602333629588923
117.0,53.0,7561,0.7641967471308512
117.0,54.0,7421,0.7682266173880442
117.0,55.0,7286,0.7723227973501281
117.0,56.0,7156,0.7764850969236676
117.0,57.0,7030,0.7807133094010191
117.0,58.0,6909,0.7850072085639034
117.0,59.0,6792,0.7893665458105779
117.0,60.0,6679,0.7937910473256803
117.0,61.0,6569,0.798280411311615
117.0,62.0,6463,0.802834305300194
117.0,63.0,6361,0.8074523635625085
117.0,64.0,6261,0.8121341846343794
117.0,65.0,6165,0.8168793289735853
117.0,66.0,6072,0.8216873167639908
117.0,67.0,5981,0.8265576258802874
117.0,68.0,5893,0.8314896900255405
117.0,69.0,5808,0.8364828970521695
117.0,70.0,5725,0.8415365874752282
117.0,71.0,5644,0.8466500531851804
117.0,72.0,5566,0.8518225363654867
117.0,73.0,5489,0.8570532286186304
117.0,74.0,5415,0.8623412703024105
117.0,75.0,5343,0.8676857500766683
117.0,76.0,5273,0.8730857046589453
117.0,77.0,5204,0.8785401187861054
117.0,78.0,5137,0.8840479253774735
117.0,79.0,5072,0.8896080058937802
117.0,80.0,5009,0.8952191908850011
117.0,81.0,4947,0.9008802607191646
117.0,82.0,4887,0.9065899464832864
117.0,83.0,4828,0.9123469310468234
117.0,84.0,4770,0.9181498502774573
117.0,85.0,4714,0.9239972943984832
117.0,86.0,4660,0.9298878094767701
117.0,87.0,4606,0.9358198990299863
117.0,88.0,4554,0.9417920257417505
117.0,89.0,4502,0.9478026132732513
117.0,90.0,4452,0.9538500481600974
117.0,91.0,4403,0.959932681783249
117.0,92.0,4356,0.9660488324032357
117.0,93.0,4309,0.9721967872471161
117.0,94.0,4263,0.9783748046380978
117.0,95.0,4218,0.9845811161581696
117.0,96.0,4174,0.9908139288345411
117.0,97.0,4131,0.9970714273412866
117.0,98.0,4089,1.0033517762080422
117.0,99.0,4048,1.0096531220282332
117.0,100.0,4007,1.0159735956598341
117.0,101.0,3967,1.0223113144122489
117.0,102.0,3929,1.0286643842134373
117.0,103.0,3890,1.0350309017520263
117.0,104.0,3853,1.0414089565895688
117.0,105.0,3816,1.047796633238777
117.0,106.0,3780,1.0541920132039224
117.0,107.0,3745,1.060593176980146
117.0,108.0,3710,1.0669982060088576
117.0,109.0,3676,1.0734051845867834
117.0,110.0,3643,1.079812201726655
117.0,111.0,3610,1.0862173529678874
117.0,112.0,3578,1.092618742135863
117.0,113.0,3546,1.0990144830488457
117.0,114.0,3515,1.1054027011717174
117.0,115.0,3484,1.1117815352160227
117.0,116.0,3454,1.1181491386860316
117.0,117.0,3425,1.124503681370666
117.0,118.0,3396,1.130843350781371
117.0,119.0,3367,1.137166353536087
117.0,120.0,3339,1.143470916689629
117.0,121.0,3312,1.149755289010893
117.0,122.0,3284,1.15601774220734
117.0,123.0,3258,1.1622565720973341
117.0,124.0,3231,1.1684700997309034
117.0,125.0,3206,1.1746566724595622
117.0,126.0,3180,1.1808146649558608
117.0,127.0,3155,1.1869424801833135
117.0,128.0,3130,1.1930385503173795
117.0,129.0,3106,1.1991013376181916
117.0,130.0,3082,1.2051293352556773
117.0,131.0,3059,1.2111210680877378
117.0,132.0,3036,1.2170750933921275
117.0,133.0,3013,1.2229900015526671
117.0,134.0,2990,1.2288644167003862
117.0,135.0,2968,1.234696997310192
117.0,136.0,2946,1.2404864367536574
117.0,137.0,2925,1.246231463808448
117.0,138.0,2904,1.251930843124974
117.0,139.0,2883,1.257583375650766
117.0,140.0,2862,1.2631878990131236
117.0,141.0,2842,1.2687432878605174
117.0,142.0,2822,1.2742484541632988
117.0,143.0,2802,1.2797023474741707
117.0,144.0,2783,1.2851039551489776
117.0,145.0,2763,1.2904523025283041
117.0,146.0,2744,1.2957464530804115
117.0,147.0,2726,1.3009855085060247
117.0,148.0,2707,1.3061686088055646
117.0,149.0,2689,1.3112949323093277
118.0,10.0,40076,0.6645146427240153
118.0,11.0,36432,0.6654083342031806
118.0,12.0,33396,0.6663850111750015
118.0,13.0,30827,0.6674441459491581
118.0,14.0,28625,0.6685851856597966
118.0,15.0,26717,0.6698075563168806
118.0,16.0,25047,0.6711106668235245
118.0,17.0,23574,0.6724939129153179
118.0,18.0,22264,0.6739566809831095
118.0,19.0,21092,0.6754983517463077
118.0,20.0,20038,0.6771183037492373
118.0,21.0,19083,0.6788159166583562
118.0,22.0,18216,0.6805905743430251
118.0,23.0,17424,0.6824416677269708
118.0,24.0,16698,0.6843685974015479
118.0,25.0,16030,0.686370775995323
118.0,26.0,15413,0.6884476302974505
118.0,27.0,14842,0.6905986031346841
118.0,28.0,14312,0.6928231550038414
118.0,29.0,13819,0.6951207654630093
118.0,30.0,13358,0.69749093428591
118.0,31.0,12927,0.6999331823845977
118.0,32.0,12523,0.7024470525061539
118.0,33.0,12144,0.7050321097092594
118.0,34.0,11787,0.7076879416265979
118.0,35.0,11450,0.7104141585189664
118.0,36.0,11132,0.713210393126722
118.0,37.0,10831,0.7160763003240481
118.0,38.0,10546,0.7190115565812633
118.0,39.0,10275,0.7220158592401145
118.0,40.0,10019,0.7250889256069866
118.0,41.0,9774,0.7282304918688047
118.0,42.0,9541,0.7314403118365111
118.0,43.0,9320,0.7347181555211905
118.0,44.0,9108,0.7380638075482963
118.0,45.0,8905,0.7414770654158774
118.0,46.0,8712,0.7449577376033701
118.0,47.0,8526,0.7485056415383571
118.0,48.0,8349,0.7521206014295471
118.0,49.0,8178,0.7558024459752704
118.0,50.0,8015,0.7595510059579459
118.0,51.0,7858,0.7633661117360425
118.0,52.0,7706,0.7672475906462766
118.0,53.0,7561,0.7711952643299477
118.0,54.0,7421,0.7752089459983523
118.0,55.0,7286,0.7792884376532577
118.0,56.0,7156,0.7834335272792365
118.0,57.0,7030,0.7876439860254514
118.0,58.0,6909,0.7919195653948975
118.0,59.0,6792,0.7962599944594964
118.0,60.0,6679,0.8006649771195726
118.0,61.0,6569,0.8051341894259758
118.0,62.0,6463,0.8096672769829482
118.0,63.0,6361,0.814263852449073
118.0,64.0,6261,0.8189234931530011
118.0,65.0,6165,0.8236457388395124
118.0,66.0,6072,0.8284300895604173
118.0,67.0,5981,0.8332760037233912
118.0,68.0,5893,0.8381828963103759
118.0,69.0,5808,0.8431501372756437
118.0,70.0,5725,0.8481770501319137
118.0,71.0,5644,0.853262910731271
118.0,72.0,5566,0.8584069462458578
118.0,73.0,5489,0.8636083343516209
118.0,74.0,5415,0.8688662026167361
118.0,75.0,5343,0.8741796280946328
118.0,76.0,5273,0.8795476371200394
118.0,77.0,5204,0.8849692053049837
118.0,78.0,5137,0.890443257730294
118.0,79.0,5072,0.8959686693269515
118.0,80.0,5009,0.9015442654404421
118.0,81.0,4947,0.9071688225703486
118.0,82.0,4887,0.9128410692765032
118.0,83.0,4828,0.9185596872423257
118.0,84.0,4770,0.9243233124853725
118.0,85.0,4714,0.930130536704684
118.0,86.0,4660,0.9359799087541627
118.0,87.0,4606,0.9418699362309957
118.0,88.0,4554,0.9477990871681033
118.0,89.0,4502,0.9537657918194913
118.0,90.0,4452,0.9597684445275986
118.0,91.0,4403,0.9658054056618223
118.0,92.0,4356,0.9718750036177706
118.0,93.0,4309,0.9779755368669986
118.0,94.0,4263,0.9841052760474872
118.0,95.0,4218,0.9902624660855047
118.0,96.0,4174,0.9964453283399426
118.0,97.0,4131,1.002652062760796
118.0,98.0,4089,1.0088808500539028
118.0,99.0,4048,1.015129853844659
118.0,100.0,4007,1.0213972228339336
118.0,101.0,3967,1.0276810929399867
118.0,102.0,3929,1.0339795894207007
118.0,103.0,3890,1.0402908289710326
118.0,104.0,3853,1.0466129217910136
118.0,105.0,3816,1.0529439736202326
118.0,106.0,3780,1.0592820877351625
118.0,107.0,3745,1.0656253669061186
118.0,108.0,3710,1.071971915311155
118.0,109.0,3676,1.0783198404045173
118.0,110.0,3643,1.084667254737707
118.0,111.0,3610,1.0910122777315439
118.0,112.0,3578,1.0973530373978868
118.0,113.0,3546,1.1036876720100663
118.0,114.0,3515,1.1100143317212134
118.0,115.0,3484,1.1163311801300084
118.0,116.0,3454,1.1226363957935317
118.0,117.0,3425,1.1289281736870729
118.0,118.0,3396,1.1352047266109562
118.0,119.0,3367,1.141464286544514
118.0,120.0,3339,1.1477051059475274
118.0,121.0,3312,1.1539254590094792
118.0,122.0,3284,1.1601236428470785
118.0,123.0,3258,1.1662979786506005
118.0,124.0,3231,1.17244681277956
118.0,125.0,3206,1.178568517808362
118.0,126.0,3180,1.1846614935225235
118.0,127.0,3155,1.1907241678661207
118.0,128.0,3130,1.1967549978411074
118.0,129.0,3106,1.2027524703591306
118.0,130.0,3082,1.2087151030465155
118.0,131.0,3059,1.214641445003037
118.0,132.0,3036,1.2205300775150785
118.0,133.0,3013,1.2263796147238208
118.0,134.0,2990,1.2321887042490252
118.0,135.0,2968,1.2379560277689825
118.0,136.0,2946,1.2436803015572184
118.0,137.0,2925,1.2493602769764551
118.0,138.0,2904,1.2549947409304014
118.0,139.0,2883,1.260582516273876
118.0,140.0,2862,1.2661224621817684
118.0,141.0,2842,1.2716134744773715
118.0,142.0,2822,1.2770544859205566
118.0,143.0,2802,1.2824444664563346
118.0,144.0,2783,1.2877824234242683
118.0,145.0,2763,1.2930674017292838
118.0,146.0,2744,1.2982984839743914
118.0,147.0,2726,1.3034747905558295
118.0,148.0,2707,1.308595479721223
118.0,149.0,2689,1.3136597475912688
119.0,10.0,40076,0.6718976202769849
119.0,11.0,36432,0.6727870562551158
119.0,12.0,33396,0.6737591218892853
119.0,13.0,30827,0.6748133009226716
119.0,14.0,28625,0.675949052136468
119.0,15.0,26717,0.677165813261497
119.0,16.0,25047,0.6784630048610006
119.0,17.0,23574,0.6798400341420892
119.0,18.0,22264,0.6812962986584733
119.0,19.0,21092,0.6828311898723354
119.0,20.0,20038,0.6844440965484171
119.0,21.0,19083,0.6861344079583761
119.0,22.0,18216,0.6879015168781297
119.0,23.0,17424,0.6897448223651808
119.0,24.0,16698,0.6916637323067113
119.0,25.0,16030,0.6936576657325537
119.0,26.0,15413,0.6957260548900015
119.0,27.0,14842,0.6978683470797643
119.0,28.0,14312,0.700084006254296
119.0,29.0,13819,0.7023725143812161
119.0,30.0,13358,0.7047333725756862
119.0,31.0,12927,0.7071661020063873
119.0,32.0,12523,0.7096702445802738
119.0,33.0,12144,0.7122453634115766
119.0,34.0,11787,0.7148910430806255
119.0,35.0,11450,0.7176068896880728
119.0,36.0,11132,0.7203925307099128
119.0,37.0,10831,0.723247614658608
119.0,38.0,10546,0.7261718105554429
119.0,39.0,10275,0.7291648072189987
119.0,40.0,10019,0.7322263123747041
119.0,41.0,9774,0.7353560515902784
119.0,42.0,9541,0.7385537670420682
119.0,43.0,9320,0.7418192161174793
119.0,44.0,9108,0.7451521698591026
119.0,45.0,8905,0.7485524112566037
119.0,46.0,8712,0.7520197333931152
119.0,47.0,8526,0.7555539374536645
119.0,48.0,8349,0.7591548306040384
119.0,49.0,8178,0.7628222237494722
119.0,50.0,8015,0.7665559291836532
119.0,51.0,7858,0.7703557581395941
119.0,52.0,7706,0.7742215182550294
119.0,53.0,7561,0.7781530109661279
119.0,54.0,7421,0.7821500288442786
119.0,55.0,7286,0.7862123528916536
119.0,56.0,7156,0.7903397498120545
119.0,57.0,7030,0.7945319692742143
119.0,58.0,6909,0.7987887411851368
119.0,59.0,6792,0.8031097729913611
119.0,60.0,6679,0.8074947470261337
119.0,61.0,6569,0.8119433179201794
119.0,62.0,6463,0.8164551100935681
119.0,63.0,6361,0.8210297153453799
119.0,64.0,6261,0.825666690557259
119.0,65.0,6165,0.830365555525783
119.0,66.0,6072,0.8351257909375481
119.0,67.0,5981,0.8399468364994931
119.0,68.0,5893,0.8448280892355463
119.0,69.0,5808,0.8497689019591816
119.0,70.0,5725,0.8547685819298203
119.0,71.0,5644,0.8598263896994217
119.0,72.0,5566,0.8649415381538742
119.0,73.0,5489,0.8701131917521924
119.0,74.0,5415,0.8753404659648797
119.0,75.0,5343,0.8806224269112394
119.0,76.0,5273,0.885958091193907
119.0,77.0,5204,0.8913464259275011
119.0,78.0,5137,0.8967863489569272
119.0,79.0,5072,0.9022767292597196
119.0,80.0,5009,0.9078163875256957
119.0,81.0,4947,0.9134040969062698
119.0,82.0,4887,0.9190385839249414
119.0,83.0,4828,0.9247185295397973
119.0,84.0,4770,0.9304425703482829
119.0,85.0,4714,0.9362092999241163
119.0,86.0,4660,0.9420172702758378
119.0,87.0,4606,0.9478649934163439
119.0,88.0,4554,0.9537509430326716
119.0,89.0,4502,0.9596735562452595
119.0,90.0,4452,0.9656312354460669
119.0,91.0,4403,0.9716223502051102
119.0,92.0,4356,0.9776452392352187
119.0,93.0,4309,0.9836982124051481
119.0,94.0,4263,0.9897795527915667
119.0,95.0,4218,0.9958875187608757
119.0,96.0,4174,1.002020346072226
119.0,97.0,4131,1.0081762499936673
119.0,98.0,4089,1.0143534274238053
119.0,99.0,4048,1.020550059011907
119.0,100.0,4007,1.0267643112699014
119.0,101.0,3967,1.0329943386702847
119.0,102.0,3929,1.0392382857244042
119.0,103.0,3890,1.0454942890362187
119.0,104.0,3853,1.0517604793269832
119.0,105.0,3816,1.058034983426959
119.0,106.0,3780,1.0643159262305715
119.0,107.0,3745,1.070601432611961
119.0,108.0,3710,1.0768896292982828
119.0,109.0,3676,1.0831786466984377
119.0,110.0,3643,1.0894666206853802
119.0,111.0,3610,1.0957516943303935
119.0,112.0,3578,1.1020320195880677
119.0,113.0,3546,1.1083057589310101
119.0,114.0,3515,1.114571086933543
119.0,115.0,3484,1.1208261918038598
119.0,116.0,3454,1.1270692768643715
119.0,117.0,3425,1.1332985619800555
119.0,118.0,3396,1.1395122849348782
119.0,119.0,3367,1.1457087027563886
119.0,120.0,3339,1.15188609298879
119.0,121.0,3312,1.1580427549148113
119.0,122.0,3284,1.164177010726808
119.0,123.0,3258,1.1702872066476104
119.0,124.0,3231,1.1763717140016152
119.0,125.0,3206,1.1824289302367164
119.0,126.0,3180,1.188457279897673
119.0,127.0,3155,1.1944552155515074
119.0,128.0,3130,1.2004212186655627
119.0,129.0,3106,1.2063538004388412
119.0,130.0,3082,1.2122515025872327
119.0,131.0,3059,1.2181128980832399
119.0,132.0,3036,1.2239365918508176
119.0,133.0,3013,1.2297212214158744
119.0,134.0,2990,1.235465457513053
119.0,135.0,2968,1.241168004649308
119.0,136.0,2946,1.246827601624849
119.0,137.0,2925,1.2524430220119809
119.0,138.0,2904,1.258013074592346
119.0,139.0,2883,1.2635366037531026
119.0,140.0,2862,1.2690124898425323
119.0,141.0,2842,1.2744396494855814
119.0,142.0,2822,1.279817035859835
119.0,143.0,2802,1.28514363893244
119.0,144.0,2783,1.2904184856584437
119.0,145.0,2763,1.295640640141114
119.0,146.0,2744,1.3008092037547219
119.0,147.0,2726,1.3059233152303245
119.0,148.0,2707,1.310982150705128
119.0,149.0,2689,1.3159849237359518
120.0,10.0,40076,0.679250545771986
120.0,11.0,36432,0.6801356681935129
120.0,12.0,33396,0.681103057253168
120.0,13.0,30827,0.6821522077623893
120.0,14.0,28625,0.6832825897832462
120.0,15.0,26717,0.6844936524050459
